"Dwayne Harris, NYG",@TB,32nd,3,0,0,0,0,0,0,0,0,0,3000,0,Sun 4:05,,,,,,,,,,,,,
"Darrius Heyward-Bey, Pit",@Bal,5th,3,0,0,0,0,0,0,0,0,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Mack Hollins, Phi",@LAC,20th,3,3,32,3,0,0,0,0,0,2.1,3000,0.69,Sun 4:05,,,,,,,,,,,,,
"Andre Holmes, Buf",@Atl,15th,3,5,25,7,2,0,0,0,0,6.5,3000,2.17,Sun 1:00,,,,,,,,,,,,,
"Johnny Holton, Oak",@Den,11th,3,0,0,0,0,0,0,0,0,0,3000,0,Sun 4:25,,,,,,,,,,,,,
"Justin Hunter, Pit",@Bal,5th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Darius Jennings, Ten",@Hou,18th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Marcus Johnson, Phi",@LAC,20th,2,0,0,0,0,0,0,0,0,0,3000,0,Sun 4:05,,,,,,,,,,,,,
"Andy Jones, Hou",Ten,30th,1,0,0,0,0,0,0,0,0,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"TJ Jones, Det",@Min,31st,3,5,95,7,0,0,0,0,0,4.8,3000,1.61,Sun 1:00,,,,,,,,,,,,,
"Cody Latimer, Den",Oak,14th,3,2,22,3,0,0,0,1,0,1.4,3000,0.47,Sun 4:25,,,,,,,,,,,,,
"Tommylee Lewis, NO",@Mia,19th,3,6,83,8,0,8,0,0,0,5,3000,1.68,Sun 9:30,,,,,,,,,,,,,
"Josh Malone, Cin",@Cle,13th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Jalin Marshall, NYJ",Jax,1st,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Chris Matthews, Bal",Pit,2nd,3,1,8,1,0,0,0,0,0,0.6,3000,0.2,Sun 1:00,,,,,,,,,,,,,
"Vince Mayle, Bal",Pit,2nd,3,0,0,0,0,0,0,0,0,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Max McCaffrey, Jax",@NYJ,22nd,2,0,0,0,0,0,0,0,0,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Tanner McEvoy, Sea",Ind,27th,3,0,0,3,0,0,0,0,0,0,3000,0,Sun 8:30,,,,,,,,,,,,,
"Isaiah McKenzie, Den",Oak,14th,3,0,0,0,0,4,0,0,0,0.1,3000,0.04,Sun 4:25,,,,,,,,,,,,,
"Braxton Miller, Hou",Ten,30th,3,3,25,8,0,0,0,0,0,1.8,3000,0.61,Sun 1:00,,,,,,,,,,,,,
"Chris Moore, Bal",Pit,2nd,2,0,0,1,0,0,0,0,0,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Cordarrelle Patterson, Oak",@Den,11th,3,3,15,4,0,67,1,0,0,5.7,3000,1.91,Sun 4:25,,,,,,,,,,,,,
"Charone Peake, NYJ",Jax,1st,3,1,3,1,0,0,0,0,0,0.4,3000,0.14,Sun 1:00,,,,,,,,,,,,,
